id,name,source_ref,description,type_dims,level_dims,basis_dims,environment_dims,mode_dims,physicality_dims,cognitive_dims
653ca126-3001-5cb8-b293-d6b21d724531,Chemical Technicians,19-4031.00,"Conduct chemical and physical laboratory tests to assist scientists in making qualitative and quantitative analyses of solids, liquids, and gaseous materials for research and development of new products or processes, quality control, maintenance of environmental standards, and other work involving experimental, theoretical, or practical application of chemistry and related sciences.",,,,,,,
d90e1d15-d8d3-5355-9e2b-c9d94460cdcf,"Environmental Science and Protection Technicians, Including Health",19-4042.00,"Perform laboratory and field tests to monitor the environment and investigate sources of pollution, including those that affect health, under the direction of an environmental scientist, engineer, or other specialist. May collect samples of gases, soil, water, and other materials for testing.",,,,,,,
111c69ed-dbe0-5859-82de-0f401f04bf48,"Geological Technicians, Except Hydrologic Technicians",19-4043.00,"Assist scientists or engineers in the use of electronic, sonic, or nuclear measuring instruments in laboratory, exploration, and production activities to obtain data indicating resources such as metallic ore, minerals, gas, coal, or petroleum. Analyze mud and drill cuttings. Chart pressure, temperature, and other characteristics of wells or bore holes.",,,,,,,
be334c97-2dae-5a6f-bd66-c3fd66c6aa9d,Hydrologic Technicians,19-4044.00,"Collect and organize data concerning the distribution and circulation of ground and surface water, and data on its physical, chemical, and biological properties. Measure and report on flow rates and ground water levels, maintain field equipment, collect water samples, install and collect sampling equipment, and process samples for shipment to testing laboratories. May collect data on behalf of hydrologists, engineers, developers, government agencies, or agriculture.",,,,,,,
a81ba90f-167b-50b2-836f-4925549eb142,Nuclear Technicians,19-4051.00,"Assist nuclear physicists, nuclear engineers, or other scientists in laboratory, power generation, or electricity production activities. May operate, maintain, or provide quality control for nuclear testing and research equipment. May monitor radiation.",,,,,,,
c1cb3839-0b2d-55b9-b493-99f08d6f3ab9,Nuclear Monitoring Technicians,19-4051.02,"Collect and test samples to monitor results of nuclear experiments and contamination of humans, facilities, and environment.",,,,,,,
eb28d4a4-44d3-51e7-83c1-a57a80830669,Social Science Research Assistants,19-4061.00,"Assist social scientists in laboratory, survey, and other social science research. May help prepare findings for publication and assist in laboratory analysis, quality control, or data management.",,,,,,,
704b8714-027d-5ac8-828f-2cd44ba7904e,Forest and Conservation Technicians,19-4071.00,"Provide technical assistance regarding the conservation of soil, water, forests, or related natural resources. May compile data pertaining to size, content, condition, and other characteristics of forest tracts under the direction of foresters, or train and lead forest workers in forest propagation and fire prevention and suppression. May assist conservation scientists in managing, improving, and protecting rangelands and wildlife habitats.",,,,,,,
912ea948-990b-5466-89e5-ee07d9e6d851,Forensic Science Technicians,19-4092.00,"Collect, identify, classify, and analyze physical evidence related to criminal investigations. Perform tests on weapons or substances, such as fiber, hair, and tissue to determine significance to investigation. May testify as expert witnesses on evidence or crime laboratory techniques. May serve as specialists in area of expertise, such as ballistics, fingerprinting, handwriting, or biochemistry.",,,,,,,
85b57994-a4c7-5722-bb2c-11860bb6d919,Quality Control Analysts,19-4099.01,"Conduct tests to determine quality of raw materials, bulk intermediate and finished products. May conduct stability sample tests.",,,,,,,
b49fcacb-645a-5db3-8326-bd170f1fbae6,Remote Sensing Technicians,19-4099.03,"Apply remote sensing technologies to assist scientists in areas such as natural resources, urban planning, or homeland security. May prepare flight plans or sensor configurations for flight trips.",,,,,,,
788f9304-d41c-5ab6-8f61-aedd40a159b0,Occupational Health and Safety Specialists,19-5011.00,"Review, evaluate, and analyze work environments and design programs and procedures to control, eliminate, and prevent disease or injury caused by chemical, physical, and biological agents or ergonomic factors. May conduct inspections and enforce adherence to laws and regulations governing the health and safety of individuals. May be employed in the public or private sector.",,,,,,,
b0713ffc-2227-50cc-b0b4-3e55361bb209,Occupational Health and Safety Technicians,19-5012.00,"Collect data on work environments for analysis by occupational health and safety specialists. Implement and conduct evaluation of programs designed to limit chemical, physical, biological, and ergonomic risks to workers.",,,,,,,
3ed37f35-9ee4-59bf-af2b-d10edd14c83a,Substance Abuse and Behavioral Disorder Counselors,21-1011.00,"Counsel and advise individuals with alcohol, tobacco, drug, or other problems, such as gambling and eating disorders. May counsel individuals, families, or groups or engage in prevention programs.",,,,,,,
0155cb23-db32-57ae-b456-915131021c1c,"Educational, Guidance, and Career Counselors and Advisors",21-1012.00,Advise and assist students and provide educational and vocational guidance services.,,,,,,,
f498a8e1-69a5-5b4a-9822-6e1b689b3803,Marriage and Family Therapists,21-1013.00,"Diagnose and treat mental and emotional disorders, whether cognitive, affective, or behavioral, within the context of marriage and family systems. Apply psychotherapeutic and family systems theories and techniques in the delivery of services to individuals, couples, and families for the purpose of treating such diagnosed nervous and mental disorders.",,,,,,,
03d27ab3-7edf-50dd-b9ea-0e26ed6188bb,Mental Health Counselors,21-1014.00,"Counsel and advise individuals and groups to promote optimum mental and emotional health, with an emphasis on prevention. May help individuals deal with a broad range of mental health issues, such as those associated with addictions and substance abuse; family, parenting, and marital problems; stress management; self-esteem; or aging.",,,,,,,
221609e9-477b-5736-a8a7-3eb6f3698870,Rehabilitation Counselors,21-1015.00,"Counsel individuals to maximize the independence and employability of persons coping with personal, social, and vocational difficulties that result from birth defects, illness, disease, accidents, aging, or the stress of daily life. Coordinate activities for residents of care and treatment facilities. Assess client needs and design and implement rehabilitation programs that may include personal and vocational counseling, training, and job placement.",,,,,,,
df57a53d-ba79-5605-80df-305682bd856d,"Child, Family, and School Social Workers",21-1021.00,"Provide social services and assistance to improve the social and psychological functioning of children and their families and to maximize the family well-being and the academic functioning of children. May assist parents, arrange adoptions, and find foster homes for abandoned or abused children. In schools, they address such problems as teenage pregnancy, misbehavior, and truancy. May also advise teachers.",,,,,,,
6322cd92-4ea0-5b40-893c-55d6e19484a7,Healthcare Social Workers,21-1022.00,"Provide individuals, families, and groups with the psychosocial support needed to cope with chronic, acute, or terminal illnesses. Services include advising family caregivers. Provide patients with information and counseling, and make referrals for other services. May also provide case and care management or interventions designed to promote health, prevent disease, and address barriers to access to healthcare.",,,,,,,
